t;p
0,03349999999999993;59147,75753740049
0,033599999999999935;59223,00190533444
0,03369999999999994;59297,772485470145
0,03379999999999994;59372,07036387945
0,033899999999999944;59445,89662894943
0,03399999999999995;59519,25237140695
0,03409999999999995;59592,1386843432
0,03419999999999995;59664,55666323816
0,034299999999999956;59736,507405984994
0,03439999999999996;59807,99201291438
0,03449999999999996;59879,01158681881
0,034599999999999964;59949,56723297678
0,03469999999999997;60019,66005917697
0,03479999999999997;60089,2911757423
0,03489999999999997;60158,46169555397
0,034999999999999976;60227,17273407537
0,03509999999999998;60295,42540937599
0,03519999999999998;60363,220842155184
0,035299999999999984;60430,560155765896
0,03539999999999999;60497,4444762383
0,03549999999999999;60563,874932303355
0,03559999999999999;60629,852655416275
0,035699999999999996;60695,378779779894
0,0358;60760,45444236799
0,0359;60825,08078294845
0,036000000000000004;60889,25894410638
0,03610000000000001;60952,99007126714
0,03620000000000001;61016,27531271918
0,03630000000000001;61079,1158196369
0,036400000000000016;61141,51274610328
0,03650000000000002;61203,4672491325
0,03660000000000002;61264,980488692345
0,036700000000000024;61326,053627726586
0,03680000000000003;61386,687832177166
0,03690000000000003;61446,88427100629
0,03700000000000003;61506,64411621837
0,037100000000000036;61565,96854288186
0,03720000000000004;61624,85872915093
0,03730000000000004;61683,315856286965
0,037400000000000044;61741,34110867999
0,03750000000000005;61798,93567386986
0,03760000000000005;61856,10074256738
0,03770000000000005;61912,837508675155
0,037800000000000056;61969,147169308366
0,03790000000000006;62025,03092481533
0,03800000000000006;62080,489978797865
0,038100000000000064;62135,52553813153
0,03820000000000007;62190,138812985606
0,03830000000000007;62244,33101684293
0,03840000000000007;62298,1033665195
0,038500000000000076;62351,45708218389
0,03860000000000008;62404,39338737646
0,03870000000000008;62456,9135090283
0,038800000000000084;62509,018677480024
0,03890000000000009;62560,71012650026
0,03900000000000009;62611,989093303935
0,03910000000000009;62662,85681857034
0,039200000000000096;62713,31454646087
0,0393000000000001;62763,363524636574
0,0394000000000001;62813,005004275416
0,039500000000000104;62862,24024008925
0,03960000000000011;62911,07049034055
0,03970000000000011;62959,49701685876
0,03980000000000011;63007,5210850565
0,039900000000000116;63055,14396394531
0,04000000000000012;63102,36692615119
0,04010000000000012;63149,19124792976
0,040200000000000125;63195,618209181135
0,04030000000000013;63241,64909346441
0,04040000000000013;63287,28518801186
0,04050000000000013;63332,52778374272
0,040600000000000136;63377,378175276666
0,04070000000000014;63421,83766094686
0,04080000000000014;63465,907542812674
0,040900000000000145;63509,58912667197
0,04100000000000015;63552,88372207301
0,04110000000000015;63595,79264232594
0,04120000000000015;63638,31720451386
0,041300000000000156;63680,458729503465
0,04140000000000016;63722,21854195523
0,04150000000000016;63763,59797033317
0,041600000000000165;63804,5983469141
0,04170000000000017;63845,22100779647
0,04180000000000017;63885,46729290867
0,04190000000000017;63925,338546016865
0,042000000000000176;63964,83611473233
0,04210000000000018;64003,96135051826
0,04220000000000018;64042,715608696024
0,042300000000000185;64081,10024845094
0,04240000000000019;64119,11663283744
0,04250000000000019;64156,76612878372
0,04260000000000019;64194,05010709576
0,042700000000000196;64230,969942460826
0,0428000000000002;64267,52701345029
0,0429000000000002;64303,72270252194
0,043000000000000205;64339,558396021544
0,04310000000000021;64375,03548418391
0,04320000000000021;64410,15536113317
0,04330000000000021;64444,919424882515
0,043400000000000216;64479,32907733316
0,04350000000000022;64513,38572427269
0,04360000000000022;64547,09077537266
0,043700000000000225;64580,44564418551
0,04380000000000023;64613,451748140746
0,04390000000000023;64646,11050854037
0,04400000000000023;64678,42335055356
0,044100000000000236;64710,39170321059
0,04420000000000024;64742,01699939595
0,04430000000000024;64773,30067584071
0,044400000000000245;64804,244173114006
0,04450000000000025;64834,848935613816
0,04460000000000025;64865,11641155675
0,04470000000000025;64895,04805296714
0,044800000000000256;64924,645315665155
0,04490000000000026;64953,909659254095
0,04500000000000026;64982,84254710678
0,045100000000000265;65011,445446351034
0,04520000000000027;65039,71982785423
0,04530000000000027;65067,66716620694
0,045400000000000273;65095,28893970563
0,045500000000000276;65122,58663033433
0,04560000000000028;65149,56172374544
0,04570000000000028;65176,21570923946
0,045800000000000285;65202,55007974375
0,04590000000000029;65228,566331790265
0,04600000000000029;65254,26596549228
0,046100000000000294;65279,65048452006
0,046200000000000296;65304,72139607547
0,0463000000000003;65329,4802108655
0,0464000000000003;65353,92844307477
0,046500000000000305;65378,067610336875
0,04660000000000031;65401,89923370464
0,04670000000000031;65425,42483761928
0,046800000000000314;65448,6459498784
0,046900000000000316;65471,564101602875
0,04700000000000032;65494,18082720253
0,04710000000000032;65516,497664340706
0,047200000000000325;65538,51615389761
0,04730000000000033;65560,23783993251
0,04740000000000033;65581,66426964468
0,047500000000000334;65602,79699333318
0,047600000000000336;65623,63756435536
0,04770000000000034;65644,1875390842
0,04780000000000034;65664,44847686436
0,047900000000000345;65684,421939967
0,04800000000000035;65704,10949354332
0,04810000000000035;65723,51270557685
0,048200000000000354;65742,63314683447
0,04830000000000036;65761,47239081612
0,04840000000000036;65780,03201370325
0,04850000000000036;65798,31359430595
0,048600000000000365;65816,31871400875
0,04870000000000037;65834,04895671523
0,04880000000000037;65851,5059087911
0,048900000000000374;65868,69115900625
0,04900000000000038;65885,60629847516
0,04910000000000038;65902,25292059623
0,04920000000000038;65918,63262098968
0,049300000000000385;65934,7469974341
0,04940000000000039;65950,5976498017
0,04950000000000039;65966,18617999225
0,049600000000000394;65981,5141918656
0,0497000000000004;65996,58329117297
0,0498000000000004;66011,3950854868
0,0499000000000004;66025,95118412939
0,050000000000000405;66040,25319810005
0,05010000000000041;66054,30274000112
0,05020000000000041;66068,10142396246
0,050300000000000414;66081,65086556479
0,05040000000000042;66094,95268176163
0,05050000000000042;66108,00849079994
0,05060000000000042;66120,81991213952
0,050700000000000425;66133,388566371
0,05080000000000043;66145,71607513269
0,05090000000000043;66157,80406102607
0,051000000000000434;66169,65414752999
0,05110000000000044;66181,26795891374
0,05120000000000044;66192,64712014877
